"donor_id","donated","age","gender","marital_status","balance","income_category","education","previous_gifts","mean_gift","max_gift","min_gift","median_gift","days_since_first_gift","recency","frequency","emails_opened","website_visits","attended_event","newsletter_subscriber","region","area_type","distance_to_office","gender_F","gender_M","income_low","income_medium","income_high","income_veryhigh","age_disc","balance_disc","mean_gift_disc","max_gift_disc","recency_disc"
218,1,18,"F","Single",1791.56,"Low","High School",3,55.18,118.59,28.86,86.89,2420,790,0.452479338842975,11,4,0,1,"Shkodër","Rural",1.4,1,0,1,0,0,0,"age_1","balance_4","mean_gift_4","max_gift_4","recency_5"
222,0,80,"M","Married",1416.59,"High","Bachelor",0,0,0,0,0,NA,NA,0,8,9,0,1,"Elbasan","Urban",15.8,0,1,0,0,1,0,"age_5","balance_3",NA,NA,NA
223,1,56,"M","Married",622.97,"Medium","Bachelor",3,97.18,184.11,59.84,140.65,2577,107,0.424912689173457,6,1,0,0,"Tiranë","Suburban",22.6,0,1,0,1,0,0,"age_3","balance_1","mean_gift_5","max_gift_5","recency_1"
224,1,60,"M","Married",996.61,"High","Bachelor",3,22.46,44.42,12.12,33.44,2726,358,0.401687454145268,7,7,0,0,"Durrës","Rural",32.7,0,1,0,0,1,0,"age_3","balance_2","mean_gift_2","max_gift_2","recency_3"
227,0,27,"F","Single",635.64,"High","Bachelor",2,10.73,12.86,7.4,11.8,1568,255,0.465561224489796,6,6,0,0,"Durrës","Suburban",27.8,1,0,0,0,1,0,"age_1","balance_1","mean_gift_1","max_gift_1","recency_2"
229,1,49,"M","Widowed",1358.21,"Medium","High School",2,78.62,151.93,48.97,115.28,2092,979,0.348948374760994,10,3,0,1,"Durrës","Suburban",42.4,0,1,0,1,0,0,"age_2","balance_3","mean_gift_5","max_gift_5","recency_5"
230,1,61,"M","Divorced",1491.3,"Very High","Bachelor",2,28.06,63.69,13.89,45.88,2940,497,0.248299319727891,14,3,0,1,"Vlorë","Urban",36,0,1,0,0,0,1,"age_4","balance_3","mean_gift_2","max_gift_3","recency_3"
231,1,63,"M","Single",926.31,"Medium","Bachelor",2,32.01,37.66,16.43,34.83,2603,828,0.280445639646562,8,4,1,1,"Durrës","Suburban",11.3,0,1,0,1,0,0,"age_4","balance_2","mean_gift_2","max_gift_2","recency_5"
232,1,31,"F","Divorced",361.55,"High","Bachelor",2,25.95,64.82,10.97,45.38,2376,436,0.307239057239057,9,8,0,1,"Tiranë","Suburban",20.6,1,0,0,0,1,0,"age_1","balance_1","mean_gift_2","max_gift_3","recency_3"
234,0,36,"F","Single",1685.06,"Medium","High School",4,48.9,70.06,36.92,59.48,1998,134,0.730730730730731,9,0,0,1,"Shkodër","Suburban",65.8,1,0,0,1,0,0,"age_1","balance_3","mean_gift_3","max_gift_3","recency_1"
236,1,44,"F","Divorced",2043.79,"Low","Bachelor",0,0,0,0,0,NA,NA,0,9,6,0,0,"Tiranë","Suburban",25.3,1,0,1,0,0,0,"age_2","balance_4",NA,NA,NA
238,1,62,"M","Married",1097.29,"High","High School",3,110.12,218.72,66.93,164.42,429,429,2.55244755244755,7,4,0,1,"Tiranë","Urban",49.8,0,1,0,0,1,0,"age_4","balance_2","mean_gift_5","max_gift_5","recency_3"
242,0,58,"M","Married",1224.05,"Low","Master",2,22.88,23.26,16.68,23.07,922,675,0.79175704989154,6,5,0,1,"Tiranë","Suburban",39.1,0,1,1,0,0,0,"age_3","balance_2","mean_gift_2","max_gift_1","recency_4"
243,0,54,"F","Married",928.88,"Medium","High School",4,13,23.59,5.77,18.3,1172,843,1.2457337883959,7,2,1,1,"Vlorë","Urban",32.6,1,0,0,1,0,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_5"
244,1,72,"M","Married",1527.17,"Low","Master",3,18.83,38.69,13.82,28.76,2215,480,0.494356659142212,8,5,0,0,"Shkodër","Urban",9.3,0,1,1,0,0,0,"age_5","balance_3","mean_gift_1","max_gift_2","recency_3"
245,0,44,"F","Married",708.27,"Low","High School",4,43.66,50.25,28.71,46.95,2121,313,0.688354549740688,10,6,0,1,"Other","Urban",47.6,1,0,1,0,0,0,"age_2","balance_1","mean_gift_3","max_gift_2","recency_2"
249,0,61,"M","Married",884.84,"Low","Bachelor",2,101.58,135.78,31.07,118.68,1440,254,0.506944444444444,7,1,0,1,"Tiranë","Suburban",46.4,0,1,1,0,0,0,"age_4","balance_2","mean_gift_5","max_gift_5","recency_2"
251,0,47,"F","Single",461.52,"Medium","Bachelor",2,33.61,66.95,26.48,50.28,1206,824,0.60530679933665,5,6,0,1,"Other","Suburban",53.8,1,0,0,1,0,0,"age_2","balance_1","mean_gift_2","max_gift_3","recency_5"
252,0,42,"F","Widowed",1924.89,"Low","Master",4,20.22,31.45,12.21,25.84,1507,611,0.968812209688122,6,7,0,1,"Other","Suburban",14.5,1,0,1,0,0,0,"age_2","balance_4","mean_gift_1","max_gift_1","recency_4"
253,1,29,"M","Widowed",853.51,"Medium","Bachelor",3,63.38,152.63,42.52,108,594,531,1.84343434343434,4,3,0,0,"Other","Urban",11.8,0,1,0,1,0,0,"age_1","balance_2","mean_gift_4","max_gift_5","recency_3"
255,1,50,"M","Married",2009.77,"Low","Master",2,62.65,73.02,44.14,67.83,1759,62,0.415008527572484,14,5,0,1,"Tiranë","Suburban",36.5,0,1,1,0,0,0,"age_2","balance_4","mean_gift_4","max_gift_3","recency_1"
256,1,78,"M","Married",1141.18,"Medium","Bachelor",2,29.55,54.26,10.06,41.91,2779,681,0.262684418855703,9,3,0,1,"Elbasan","Urban",65.6,0,1,0,1,0,0,"age_5","balance_2","mean_gift_2","max_gift_2","recency_4"
257,0,56,"F","Married",1178.14,"Low","Master",0,0,0,0,0,NA,NA,0,6,3,0,0,"Tiranë","Suburban",30.4,1,0,1,0,0,0,"age_3","balance_2",NA,NA,NA
258,1,83,"F","Single",1939.69,"Medium","Master",2,146.91,229.99,80.67,188.45,1634,191,0.446756425948592,13,3,0,0,"Tiranë","Suburban",51.6,1,0,0,1,0,0,"age_5","balance_4","mean_gift_5","max_gift_5","recency_2"
259,0,44,"F","Single",1573.07,"High","Bachelor",3,5.89,8.64,3.46,7.27,996,860,1.09939759036145,9,6,0,1,"Tiranë","Urban",54.5,1,0,0,0,1,0,"age_2","balance_3","mean_gift_1","max_gift_1","recency_5"
260,0,65,"M","Widowed",1298.63,"Medium","Bachelor",3,75.62,138.79,30.29,107.2,2602,885,0.420830130668716,5,3,0,0,"Other","Suburban",34.9,0,1,0,1,0,0,"age_4","balance_3","mean_gift_4","max_gift_5","recency_5"
261,0,57,"M","Widowed",2495,"Medium","High School",0,0,0,0,0,NA,NA,0,4,11,1,1,"Tiranë","Urban",50.5,0,1,0,1,0,0,"age_3","balance_5",NA,NA,NA
262,1,62,"M","Married",2123.37,"Medium","PhD",2,47.05,104.51,19.92,75.78,439,439,1.6628701594533,12,4,0,0,"Tiranë","Suburban",18.7,0,1,0,1,0,0,"age_4","balance_4","mean_gift_3","max_gift_4","recency_3"
263,1,59,"M","Married",1821.85,"Medium","Master",4,94.93,104.35,49.46,99.64,576,576,2.53472222222222,9,2,0,1,"Durrës","Urban",10,0,1,0,1,0,0,"age_3","balance_4","mean_gift_5","max_gift_4","recency_4"
264,0,69,"M","Divorced",1204.97,"Low","High School",1,58.27,138.44,43.31,98.36,1580,303,0.231012658227848,9,4,0,1,"Other","Rural",41.1,0,1,1,0,0,0,"age_4","balance_2","mean_gift_4","max_gift_5","recency_2"
267,1,64,"F","Widowed",891.33,"Very High","Bachelor",2,25.1,52.8,18.57,38.95,1762,23,0.414301929625426,5,5,0,1,"Elbasan","Suburban",36.9,1,0,0,0,0,1,"age_4","balance_2","mean_gift_2","max_gift_2","recency_1"
269,1,53,"F","Married",1553.32,"Medium","Bachelor",4,8.11,9.5,3.33,8.8,1326,95,1.10105580693816,8,5,0,1,"Vlorë","Urban",64.2,1,0,0,1,0,0,"age_3","balance_3","mean_gift_1","max_gift_1","recency_1"
270,0,32,"F","Married",1180.86,"Low","High School",3,29.33,43.19,13.28,36.26,155,155,3,10,2,0,0,"Tiranë","Urban",39,1,0,1,0,0,0,"age_1","balance_2","mean_gift_2","max_gift_2","recency_1"
271,1,43,"M","Widowed",2267.22,"Very High","High School",1,142.45,206.62,62.24,174.54,2363,18,0.154464663563267,8,8,0,0,"Durrës","Urban",63.1,0,1,0,0,0,1,"age_2","balance_5","mean_gift_5","max_gift_5","recency_1"
272,0,50,"F","Married",406.41,"High","Bachelor",3,44.29,45.75,17.31,45.02,2322,824,0.471576227390181,7,11,0,1,"Tiranë","Suburban",1.7,1,0,0,0,1,0,"age_2","balance_1","mean_gift_3","max_gift_2","recency_5"
273,1,72,"F","Married",0,"Medium","Bachelor",3,44.02,81.18,28.36,62.6,2191,640,0.499771793701506,5,4,0,1,"Tiranë","Urban",14.8,1,0,0,1,0,0,"age_5","balance_1","mean_gift_3","max_gift_3","recency_4"
274,0,69,"F","Married",1196.72,"Low","Bachelor",3,43.6,51.33,31.58,47.47,870,870,1.25862068965517,5,5,0,1,"Elbasan","Suburban",37.2,1,0,1,0,0,0,"age_4","balance_2","mean_gift_3","max_gift_2","recency_5"
275,1,40,"M","Married",2758.04,"High","Bachelor",4,18.91,22.82,6.23,20.87,1125,80,1.29777777777778,12,11,0,1,"Elbasan","Suburban",44.6,0,1,0,0,1,0,"age_1","balance_5","mean_gift_1","max_gift_1","recency_1"
276,1,46,"M","Single",988.12,"Medium","Master",5,37.14,66.48,26.22,51.81,914,807,1.99671772428884,16,10,0,0,"Tiranë","Suburban",29.8,0,1,0,1,0,0,"age_2","balance_2","mean_gift_3","max_gift_3","recency_5"
277,1,86,"M","Married",2081.35,"Very High","High School",5,118.99,276.46,65.77,197.72,1882,632,0.96971307120085,9,1,0,0,"Tiranë","Suburban",52,0,1,0,0,0,1,"age_5","balance_4","mean_gift_5","max_gift_5","recency_4"
278,1,30,"F","Married",2850.32,"Medium","Bachelor",2,38.93,71.03,18.62,54.98,2080,154,0.350961538461538,12,5,0,0,"Elbasan","Urban",35.1,1,0,0,1,0,0,"age_1","balance_5","mean_gift_3","max_gift_3","recency_1"
279,1,58,"F","Widowed",1237.13,"Low","Master",1,57.92,93.56,21.99,75.74,888,726,0.411036036036036,6,4,0,1,"Other","Urban",42.5,1,0,1,0,0,0,"age_3","balance_2","mean_gift_4","max_gift_4","recency_4"
281,1,46,"M","Single",2101.21,"Medium","High School",1,68.09,168.86,50.77,118.48,2245,89,0.162583518930958,9,4,0,0,"Tiranë","Urban",38.1,0,1,0,1,0,0,"age_2","balance_4","mean_gift_4","max_gift_5","recency_1"
282,1,30,"F","Single",2348.93,"Low","High School",3,34.62,35.86,12.63,35.24,838,624,1.30668257756563,5,1,0,1,"Tiranë","Rural",46.9,1,0,1,0,0,0,"age_1","balance_5","mean_gift_2","max_gift_2","recency_4"
284,1,95,"F","Divorced",2644.54,"Medium","High School",3,46.19,56.08,25.27,51.13,976,826,1.1219262295082,5,5,0,1,"Elbasan","Suburban",8.4,1,0,0,1,0,0,"age_5","balance_5","mean_gift_3","max_gift_2","recency_5"
286,1,51,"F","Divorced",810.77,"High","High School",2,30.02,52.02,17.76,41.02,1380,812,0.528985507246377,8,3,0,0,"Tiranë","Urban",12.5,1,0,0,0,1,0,"age_3","balance_1","mean_gift_2","max_gift_2","recency_5"
287,0,58,"F","Married",1084.54,"High","Bachelor",0,0,0,0,0,NA,NA,0,8,6,0,1,"Shkodër","Suburban",28.3,1,0,0,0,1,0,"age_3","balance_2",NA,NA,NA
288,0,34,"F","Divorced",1373.33,"Medium","Master",5,27.32,62.05,11.79,44.69,1039,362,1.75649663137632,4,7,1,1,"Vlorë","Suburban",42.6,1,0,0,1,0,0,"age_1","balance_3","mean_gift_2","max_gift_3","recency_3"
290,1,68,"M","Single",2289.47,"Medium","High School",1,25.11,41.31,13.12,33.21,422,422,0.864928909952607,5,4,0,1,"Tiranë","Suburban",22.8,0,1,0,1,0,0,"age_4","balance_5","mean_gift_2","max_gift_2","recency_3"
291,0,49,"F","Divorced",974.05,"Medium","High School",3,84.74,198.46,37.02,141.6,1622,966,0.675092478421702,10,5,0,0,"Tiranë","Suburban",44.1,1,0,0,1,0,0,"age_2","balance_2","mean_gift_5","max_gift_5","recency_5"
294,1,67,"M","Single",1800.44,"Medium","Master",4,32.07,52.44,13.15,42.25,1525,25,0.957377049180328,6,5,0,0,"Shkodër","Urban",33.9,0,1,0,1,0,0,"age_4","balance_4","mean_gift_2","max_gift_2","recency_1"
295,0,25,"M","Married",1462.86,"Medium","Bachelor",3,44.85,69.04,35.87,56.95,1635,26,0.669724770642202,5,4,0,0,"Other","Suburban",20.8,0,1,0,1,0,0,"age_1","balance_3","mean_gift_3","max_gift_3","recency_1"
296,1,51,"M","Single",2106.91,"High","Master",1,48.15,109.31,17.69,78.73,1710,173,0.213450292397661,4,4,0,0,"Tiranë","Urban",1.2,0,1,0,0,1,0,"age_3","balance_4","mean_gift_3","max_gift_4","recency_1"
297,0,66,"M","Married",1394.03,"Low","Bachelor",2,68.53,109.06,28.13,88.8,1042,425,0.700575815738964,3,5,1,1,"Shkodër","Urban",2.1,0,1,1,0,0,0,"age_4","balance_3","mean_gift_4","max_gift_4","recency_3"
298,1,85,"F","Married",2884.83,"Medium","High School",2,64.61,155.86,38.86,110.24,2793,123,0.261367704976728,10,6,0,1,"Vlorë","Suburban",43.3,1,0,0,1,0,0,"age_5","balance_5","mean_gift_4","max_gift_5","recency_1"
299,1,39,"F","Married",1779.82,"High","High School",3,40.45,92.96,26.8,66.7,133,133,3,13,2,0,1,"Vlorë","Suburban",43.3,1,0,0,0,1,0,"age_1","balance_4","mean_gift_3","max_gift_4","recency_1"
300,0,35,"M","Single",1816.92,"Low","High School",2,37.34,73.87,24.02,55.61,1513,491,0.482485128883014,6,4,0,0,"Other","Urban",30.3,0,1,1,0,0,0,"age_1","balance_4","mean_gift_3","max_gift_3","recency_3"
302,1,54,"F","Single",2890.97,"Medium","Bachelor",6,62.15,82.62,27.25,72.39,2540,167,0.862204724409449,14,2,0,0,"Tiranë","Urban",13.9,1,0,0,1,0,0,"age_3","balance_5","mean_gift_4","max_gift_3","recency_1"
303,0,69,"M","Married",1740.89,"Medium","Master",6,58.03,58.47,17.55,58.25,2857,115,0.766538326916346,8,2,0,1,"Tiranë","Rural",36.1,0,1,0,1,0,0,"age_4","balance_4","mean_gift_4","max_gift_3","recency_1"
304,1,53,"M","Married",1020.61,"High","Master",0,0,0,0,0,NA,NA,0,6,4,0,1,"Shkodër","Urban",28.4,0,1,0,0,1,0,"age_3","balance_2",NA,NA,NA
305,0,45,"M","Married",963.84,"Medium","High School",3,26.06,47.45,15.85,36.76,700,605,1.56428571428571,4,2,0,1,"Tiranë","Suburban",25.3,0,1,0,1,0,0,"age_2","balance_2","mean_gift_2","max_gift_2","recency_4"
306,1,89,"F","Divorced",490.85,"High","High School",1,59.6,136.67,35.74,98.13,145,145,1,7,4,0,0,"Tiranë","Suburban",29.2,1,0,0,0,1,0,"age_5","balance_1","mean_gift_4","max_gift_5","recency_1"
307,0,49,"F","Married",2660.37,"Medium","Master",2,31.17,52.75,19.43,41.96,883,847,0.826727066817667,4,10,0,1,"Durrës","Urban",24.6,1,0,0,1,0,0,"age_2","balance_5","mean_gift_2","max_gift_2","recency_5"
309,1,68,"F","Married",2196.37,"Medium","High School",2,18.15,26.71,5.95,22.43,2350,781,0.31063829787234,8,4,0,0,"Vlorë","Urban",41.4,1,0,0,1,0,0,"age_4","balance_5","mean_gift_1","max_gift_1","recency_5"
314,0,76,"F","Widowed",966.42,"Low","High School",4,35.84,52.27,10.78,44.06,2945,899,0.495755517826825,7,7,0,1,"Tiranë","Urban",4.6,1,0,1,0,0,0,"age_5","balance_2","mean_gift_3","max_gift_2","recency_5"
315,1,27,"F","Married",1770.13,"Low","High School",2,47.27,99.06,19.03,73.17,1678,99,0.435041716328963,7,3,0,1,"Tiranë","Urban",36.8,1,0,1,0,0,0,"age_1","balance_4","mean_gift_3","max_gift_4","recency_1"
316,1,66,"M","Divorced",1458.97,"Medium","High School",6,5.21,5.79,1.99,5.5,402,281,5.44776119402985,5,6,0,0,"Durrës","Rural",42.1,0,1,0,1,0,0,"age_4","balance_3","mean_gift_1","max_gift_1","recency_2"
317,1,59,"M","Widowed",719.88,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,11,4,0,1,"Tiranë","Urban",47.5,0,1,0,1,0,0,"age_3","balance_1",NA,NA,NA
318,1,68,"F","Widowed",1679.92,"High","PhD",4,69.8,156.45,34.26,113.12,817,817,1.78702570379437,6,6,0,0,"Tiranë","Urban",5.5,1,0,0,0,1,0,"age_4","balance_3","mean_gift_4","max_gift_5","recency_5"
319,1,69,"F","Divorced",2114.24,"Medium","Bachelor",3,22.35,39.68,10.93,31.02,173,135,3,12,8,0,1,"Tiranë","Suburban",50.3,1,0,0,1,0,0,"age_4","balance_4","mean_gift_2","max_gift_2","recency_1"
321,1,43,"M","Widowed",2182.15,"Medium","Master",4,17.07,24.22,7.82,20.64,1276,267,1.14420062695925,9,2,0,1,"Elbasan","Suburban",76.2,0,1,0,1,0,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_2"
323,0,71,"F","Divorced",751.69,"Low","Bachelor",4,2.33,3.76,1.04,3.04,1340,567,1.08955223880597,4,2,0,0,"Elbasan","Rural",26.3,1,0,1,0,0,0,"age_5","balance_1","mean_gift_1","max_gift_1","recency_4"
325,0,33,"F","Single",1687.11,"Medium","High School",1,7.96,13.01,4.56,10.48,2421,300,0.150764147046675,7,8,0,0,"Tiranë","Suburban",49.1,1,0,0,1,0,0,"age_1","balance_3","mean_gift_1","max_gift_1","recency_2"
326,0,36,"F","Married",3081.05,"Medium","Master",2,29.73,37.05,18.53,33.39,2649,869,0.275575688939222,10,4,0,1,"Other","Suburban",32.1,1,0,0,1,0,0,"age_1","balance_5","mean_gift_2","max_gift_2","recency_5"
327,0,55,"M","Married",1267.76,"High","High School",3,14.15,15.69,5.56,14.92,355,146,3,9,4,0,0,"Other","Suburban",39,0,1,0,0,1,0,"age_3","balance_2","mean_gift_1","max_gift_1","recency_1"
328,1,55,"F","Married",3132.09,"Medium","Master",4,22.8,26.93,11.77,24.87,2257,574,0.646876384581303,7,7,0,1,"Other","Urban",44,1,0,0,1,0,0,"age_3","balance_5","mean_gift_2","max_gift_1","recency_4"
329,1,95,"F","Single",1646.14,"Medium","Master",3,14.06,33.46,5.91,23.76,2382,900,0.459697732997481,10,5,1,0,"Other","Urban",15.6,1,0,0,1,0,0,"age_5","balance_3","mean_gift_1","max_gift_1","recency_5"
331,1,52,"M","Married",2642.77,"High","Bachelor",4,57.87,106.36,19.48,82.11,1189,423,1.22792262405383,6,2,0,1,"Tiranë","Urban",32.5,0,1,0,0,1,0,"age_3","balance_5","mean_gift_4","max_gift_4","recency_3"
333,1,45,"M","Married",1198.84,"Medium","Master",3,29.36,31.31,11.86,30.34,2864,287,0.382332402234637,7,5,0,1,"Vlorë","Urban",21.9,0,1,0,1,0,0,"age_2","balance_2","mean_gift_2","max_gift_1","recency_2"
335,1,35,"F","Divorced",0,"Medium","Bachelor",1,34.98,46.79,19.19,40.88,234,234,1,17,7,1,1,"Shkodër","Suburban",8.9,1,0,0,1,0,0,"age_1","balance_1","mean_gift_3","max_gift_2","recency_2"
336,1,58,"F","Married",1693.19,"Medium","Bachelor",3,14.75,33.37,5.91,24.06,875,318,1.25142857142857,6,2,0,1,"Tiranë","Suburban",33.1,1,0,0,1,0,0,"age_3","balance_3","mean_gift_1","max_gift_1","recency_2"
339,1,73,"M","Single",2229.34,"Medium","Master",0,0,0,0,0,NA,NA,0,5,5,0,1,"Elbasan","Urban",27.4,0,1,0,1,0,0,"age_5","balance_5",NA,NA,NA
341,1,65,"F","Divorced",852.01,"Medium","Master",2,32.95,40.29,24.48,36.62,2483,930,0.293999194522755,5,4,0,0,"Durrës","Urban",31.6,1,0,0,1,0,0,"age_4","balance_2","mean_gift_2","max_gift_2","recency_5"
342,1,44,"F","Divorced",2679.6,"High","High School",3,36.12,47.19,20.8,41.66,2801,519,0.390931810067833,10,4,0,1,"Elbasan","Urban",45.2,1,0,0,0,1,0,"age_2","balance_5","mean_gift_3","max_gift_2","recency_3"
344,1,50,"F","Married",2814.66,"High","Bachelor",1,20.3,33.2,15.69,26.75,743,743,0.491251682368775,10,6,0,1,"Tiranë","Suburban",45,1,0,0,0,1,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_4"
345,0,66,"F","Widowed",641.15,"Low","High School",2,3.12,4.79,1.68,3.96,2034,267,0.35889872173058,8,6,0,0,"Tiranë","Urban",10.7,1,0,1,0,0,0,"age_4","balance_1","mean_gift_1","max_gift_1","recency_2"
346,1,55,"F","Married",2130.44,"High","Bachelor",2,37.63,50.51,26.47,44.07,2694,648,0.270972531551596,9,5,0,1,"Other","Suburban",39.8,1,0,0,0,1,0,"age_3","balance_4","mean_gift_3","max_gift_2","recency_4"
350,1,46,"M","Single",1686.04,"Low","Bachelor",4,19.12,24.46,14.15,21.79,795,483,1.83647798742138,7,5,1,0,"Tiranë","Urban",25,0,1,1,0,0,0,"age_2","balance_3","mean_gift_1","max_gift_1","recency_3"
352,1,52,"M","Divorced",2078.83,"Very High","Bachelor",3,54.86,72.33,40.54,63.59,1870,67,0.585561497326203,6,7,0,0,"Tiranë","Urban",13.1,0,1,0,0,0,1,"age_3","balance_4","mean_gift_4","max_gift_3","recency_1"
353,0,57,"F","Divorced",1460.56,"Low","Bachelor",2,45.75,103.75,32.91,74.75,2710,811,0.269372693726937,5,5,0,0,"Shkodër","Suburban",19,1,0,1,0,0,0,"age_3","balance_3","mean_gift_3","max_gift_4","recency_5"
354,1,44,"F","Single",2492.45,"Medium","High School",2,17.54,27.82,12.55,22.68,1215,387,0.60082304526749,7,6,0,0,"Tiranë","Urban",20,1,0,0,1,0,0,"age_2","balance_5","mean_gift_1","max_gift_1","recency_3"
355,1,68,"M","Divorced",1016.1,"Medium","Master",4,56,114.31,26.54,85.16,1208,605,1.20860927152318,4,2,0,1,"Tiranë","Suburban",3.6,0,1,0,1,0,0,"age_4","balance_2","mean_gift_4","max_gift_4","recency_4"
359,1,41,"F","Single",1573.88,"High","Bachelor",2,45.65,106.46,20.9,76.05,194,194,2,6,4,1,0,"Vlorë","Suburban",27.8,1,0,0,0,1,0,"age_2","balance_3","mean_gift_3","max_gift_4","recency_2"
361,0,34,"F","Divorced",927.95,"Low","Bachelor",1,22.45,33.98,15.2,28.21,2609,635,0.139900344959755,6,10,0,0,"Tiranë","Urban",3.3,1,0,1,0,0,0,"age_1","balance_2","mean_gift_2","max_gift_1","recency_4"
362,1,58,"F","Married",1129.15,"Medium","Bachelor",4,62.81,92.08,39.21,77.44,2127,415,0.686412787964269,11,5,0,1,"Durrës","Urban",29.4,1,0,0,1,0,0,"age_3","balance_2","mean_gift_4","max_gift_4","recency_3"
364,1,26,"F","Married",2195,"High","Bachelor",2,71.37,163.19,56.83,117.28,2100,70,0.347619047619048,5,2,0,0,"Tiranë","Suburban",6.6,1,0,0,0,1,0,"age_1","balance_5","mean_gift_4","max_gift_5","recency_1"
365,1,47,"F","Single",1806.58,"High","Master",0,0,0,0,0,NA,NA,0,12,9,0,1,"Shkodër","Suburban",13.8,1,0,0,0,1,0,"age_2","balance_4",NA,NA,NA
366,0,48,"M","Divorced",1463.15,"Medium","Bachelor",3,49.79,64.09,25.67,56.94,2193,411,0.499316005471956,9,5,0,1,"Vlorë","Urban",3,0,1,0,1,0,0,"age_2","balance_3","mean_gift_3","max_gift_3","recency_3"
367,1,18,"F","Married",734.52,"High","High School",2,131.89,264.84,79.8,198.36,736,688,0.991847826086956,11,8,0,0,"Vlorë","Suburban",15.9,1,0,0,0,1,0,"age_1","balance_1","mean_gift_5","max_gift_5","recency_4"
368,1,51,"F","Single",627.46,"High","High School",2,36.51,71.15,15.49,53.83,2973,866,0.245543222334342,15,4,0,1,"Durrës","Suburban",25.2,1,0,0,0,1,0,"age_3","balance_1","mean_gift_3","max_gift_3","recency_5"
369,1,80,"F","Single",1034.57,"Low","Master",3,66.99,89.52,36.35,78.25,2939,131,0.372575706022457,13,7,0,0,"Tiranë","Urban",9.4,1,0,1,0,0,0,"age_5","balance_2","mean_gift_4","max_gift_4","recency_1"
370,1,30,"F","Married",2006.03,"Low","Bachelor",5,214.97,344.73,68.34,279.85,2880,956,0.633680555555556,5,0,0,1,"Durrës","Suburban",9.3,1,0,1,0,0,0,"age_1","balance_4","mean_gift_5","max_gift_5","recency_5"
372,1,48,"F","Divorced",1352.64,"Very High","Bachelor",2,32.92,66.19,21.68,49.56,416,140,1.75480769230769,10,3,0,1,"Vlorë","Rural",19.3,1,0,0,0,0,1,"age_2","balance_3","mean_gift_2","max_gift_3","recency_1"
373,1,54,"M","Widowed",1336.05,"Low","High School",4,117.57,261.91,87.84,189.74,1477,34,0.988490182802979,4,9,0,1,"Tiranë","Suburban",49.4,0,1,1,0,0,0,"age_3","balance_3","mean_gift_5","max_gift_5","recency_1"
374,1,57,"F","Married",1754.26,"Low","High School",1,53.65,131,36.26,92.33,1414,299,0.258132956152758,12,3,0,1,"Durrës","Urban",43.4,1,0,1,0,0,0,"age_3","balance_4","mean_gift_4","max_gift_4","recency_2"
379,1,31,"F","Divorced",1410.13,"Low","High School",2,95.07,98.5,71.31,96.78,653,653,1.11791730474732,10,3,0,0,"Other","Urban",38.4,1,0,1,0,0,0,"age_1","balance_3","mean_gift_5","max_gift_4","recency_4"
382,1,45,"M","Single",1538.36,"Low","Bachelor",0,0,0,0,0,NA,NA,0,11,4,0,0,"Tiranë","Suburban",9,0,1,1,0,0,0,"age_2","balance_3",NA,NA,NA
383,1,74,"F","Single",1640.03,"High","Master",3,102.16,223.13,57.57,162.64,2969,473,0.368811047490738,7,7,0,0,"Durrës","Urban",31.8,1,0,0,0,1,0,"age_5","balance_3","mean_gift_5","max_gift_5","recency_3"
384,1,52,"M","Single",411.11,"Very High","High School",3,81.18,122.44,60.58,101.81,1601,383,0.683947532792005,8,11,0,0,"Tiranë","Urban",55.1,0,1,0,0,0,1,"age_3","balance_1","mean_gift_5","max_gift_4","recency_3"
385,1,56,"M","Widowed",838.26,"Low","Bachelor",3,81.45,138.88,60.34,110.16,2167,368,0.505306875865251,8,4,0,0,"Vlorë","Suburban",38.4,0,1,1,0,0,0,"age_3","balance_2","mean_gift_5","max_gift_5","recency_3"
386,1,26,"M","Single",725.2,"High","High School",7,20.73,25.89,14.05,23.31,1199,164,2.13094245204337,9,6,1,1,"Elbasan","Urban",41.6,0,1,0,0,1,0,"age_1","balance_1","mean_gift_2","max_gift_1","recency_1"
390,0,39,"F","Married",2904.93,"Medium","Bachelor",0,0,0,0,0,NA,NA,0,5,6,0,1,"Durrës","Urban",39.6,1,0,0,1,0,0,"age_1","balance_5",NA,NA,NA
